Iteration,Individual,0,1,2
44,14,15.0,19.8,0.0
44,15,5.6,15.8,0.0
44,16,9.0,18.2,0.0
44,17,5.8,2.6,0.0
44,18,13.6,4.3,0.0
44,19,9.8,1.1,0.0
44,20,3.0,11.8,0.0
45,1,8.3,14.4,0.0
45,2,6.0,2.9,0.0
45,3,3.7,6.9,0.0
45,4,7.3,9.0,0.0
45,5,4.1,17.6,0.0
45,6,13.4,8.4,0.0
45,7,2.8,4.0,0.0
45,8,19.8,9.2,0.0
45,9,19.3,16.3,0.0
45,10,0.8,3.4,0.0
45,11,2.0,8.4,0.0
45,12,10.7,13.8,0.0
45,13,12.9,16.5,0.0
45,14,15.0,19.8,0.0
45,15,5.6,15.8,0.0
45,16,9.0,18.2,0.0
45,17,5.8,2.6,0.0
45,18,13.6,4.3,0.0
45,19,9.8,1.1,0.0
45,20,3.0,11.8,0.0
46,1,8.3,14.4,0.0
46,2,6.0,2.9,0.0
46,3,3.7,6.9,0.0
46,4,7.3,9.0,0.0
46,5,4.1,17.6,0.0
46,6,13.4,8.4,0.0
46,7,2.8,4.0,0.0
46,8,19.8,9.2,0.0
46,9,19.3,16.3,0.0
46,10,0.8,3.4,0.0
46,11,2.0,8.4,0.0
46,12,10.7,13.8,0.0
46,13,12.9,16.5,0.0
46,14,15.0,19.8,0.0
46,15,5.6,15.8,0.0
46,16,9.0,18.2,0.0
46,17,5.8,2.6,0.0
46,18,13.6,4.3,0.0
46,19,9.8,1.1,0.0
46,20,3.0,11.8,0.0
47,1,8.3,14.4,0.0
47,2,6.0,2.9,0.0
47,3,3.7,6.9,0.0
47,4,7.3,9.0,0.0
47,5,4.1,17.6,0.0
47,6,13.4,8.4,0.0
47,7,2.8,4.0,0.0
47,8,19.8,9.2,0.0
47,9,19.3,16.3,0.0
47,10,0.8,3.4,0.0
47,11,2.0,8.4,0.0
47,12,10.7,13.8,0.0
47,13,12.9,16.5,0.0
47,14,15.0,19.8,0.0
47,15,5.6,15.8,0.0
47,16,9.0,18.2,0.0
47,17,5.8,2.6,0.0
47,18,13.6,4.3,0.0
47,19,9.8,1.1,0.0
47,20,3.0,11.8,0.0
48,1,8.3,14.4,0.0
48,2,6.0,2.9,0.0
48,3,3.7,6.9,0.0
48,4,7.3,9.0,0.0
48,5,4.1,17.6,0.0
48,6,13.4,8.4,0.0
48,7,2.8,4.0,0.0
48,8,19.8,9.2,0.0
48,9,19.3,16.3,0.0
48,10,0.8,3.4,0.0
48,11,2.0,8.4,0.0
48,12,10.7,13.8,0.0
48,13,12.9,16.5,0.0
48,14,15.0,19.8,0.0
48,15,5.6,15.8,0.0
48,16,9.0,18.2,0.0
48,17,5.8,2.6,0.0
48,18,13.6,4.3,0.0
48,19,9.8,1.1,0.0
48,20,3.0,11.8,0.0
49,1,8.3,14.4,0.0
49,2,6.0,2.9,0.0
49,3,3.7,6.9,0.0
49,4,7.3,9.0,0.0
49,5,4.1,17.6,0.0
49,6,13.4,8.4,0.0
49,7,2.8,4.0,0.0
49,8,19.8,9.2,0.0
49,9,19.3,16.3,0.0
49,10,0.8,3.4,0.0
49,11,2.0,8.4,0.0
49,12,10.7,13.8,0.0
49,13,12.9,16.5,0.0
49,14,15.0,19.8,0.0
49,15,5.6,15.8,0.0
49,16,9.0,18.2,0.0
49,17,5.8,2.6,0.0
49,18,13.6,4.3,0.0
49,19,9.8,1.1,0.0
49,20,3.0,11.8,0.0
50,1,8.3,14.4,0.0
50,2,6.0,2.9,0.0
50,3,3.7,6.9,0.0
50,4,7.3,9.0,0.0
50,5,4.1,17.6,0.0
50,6,13.4,8.4,0.0
50,7,2.8,4.0,0.0
50,8,19.8,9.2,0.0
50,9,19.3,16.3,0.0
50,10,0.8,3.4,0.0
50,11,2.0,8.4,0.0
50,12,10.7,13.8,0.0
50,13,12.9,16.5,0.0
50,14,15.0,19.8,0.0
50,15,5.6,15.8,0.0
50,16,9.0,18.2,0.0
50,17,5.8,2.6,0.0
50,18,13.6,4.3,0.0
50,19,9.8,1.1,0.0
50,20,3.0,11.8,0.0
51,1,8.3,14.4,0.0
51,2,6.0,2.9,0.0
51,3,3.7,6.9,0.0
51,4,7.3,9.0,0.0
51,5,4.1,17.6,0.0
51,6,13.4,8.4,0.0
51,7,2.8,4.0,0.0
51,8,19.8,9.2,0.0
51,9,19.3,16.3,0.0
51,10,0.8,3.4,0.0
51,11,2.0,8.4,0.0
51,12,10.7,13.8,0.0
51,13,12.9,16.5,0.0
51,14,15.0,19.8,0.0
51,15,5.6,15.8,0.0
51,16,9.0,18.2,0.0
51,17,5.8,2.6,0.0
51,18,13.6,4.3,0.0
51,19,9.8,1.1,0.0
51,20,3.0,11.8,0.0
52,1,8.3,14.4,0.0
52,2,6.0,2.9,0.0
52,3,3.7,6.9,0.0
52,4,7.3,9.0,0.0
52,5,4.1,17.6,0.0
52,6,10.9,9.3,0.0
52,7,2.8,4.0,0.0
52,8,19.8,9.2,0.0
52,9,19.3,16.3,0.0
52,10,0.8,3.4,0.0
52,11,2.0,8.4,0.0
52,12,10.7,13.8,0.0
52,13,12.9,16.5,0.0
52,14,15.0,19.8,0.0
52,15,5.6,15.8,0.0
52,16,9.0,18.2,0.0
52,17,5.8,2.6,0.0
52,18,13.6,4.3,0.0
52,19,9.8,1.1,0.0
52,20,3.0,11.8,0.0
53,1,8.3,14.4,0.0
53,2,6.0,2.9,0.0
53,3,3.7,6.9,0.0
53,4,7.3,9.0,0.0
53,5,4.1,17.6,0.0
53,6,10.9,9.3,0.0
53,7,2.8,4.0,0.0
53,8,19.8,9.2,0.0
53,9,19.3,16.3,0.0
53,10,0.8,3.4,0.0
53,11,2.0,8.4,0.0
53,12,10.7,13.8,0.0
53,13,12.9,16.5,0.0
53,14,15.0,19.8,0.0
53,15,5.6,15.8,0.0
53,16,9.0,18.2,0.0
53,17,5.8,2.6,0.0
53,18,13.6,4.3,0.0
53,19,9.8,1.1,0.0
53,20,3.0,11.8,0.0
54,1,8.3,14.4,0.0
54,2,6.0,2.9,0.0
54,3,3.7,6.9,0.0
54,4,7.3,9.0,0.0
54,5,4.1,17.6,0.0
54,6,10.9,9.3,0.0
54,7,2.8,4.0,0.0
54,8,19.8,9.2,0.0
54,9,19.3,16.3,0.0
54,10,0.8,3.4,0.0
54,11,2.0,8.4,0.0
54,12,10.7,13.8,0.0
54,13,12.9,16.5,0.0
54,14,15.0,19.8,0.0
54,15,5.6,15.8,0.0
54,16,9.0,18.2,0.0
54,17,5.8,2.6,0.0
54,18,13.6,4.3,0.0
54,19,9.8,1.1,0.0
54,20,3.0,11.8,0.0
55,1,8.3,14.4,0.0
55,2,6.0,2.9,0.0
55,3,3.7,6.9,0.0
55,4,7.3,9.0,0.0
55,5,4.1,17.6,0.0
55,6,10.9,9.3,0.0
55,7,2.8,4.0,0.0
55,8,19.8,9.2,0.0
55,9,19.3,16.3,0.0
55,10,0.8,3.4,0.0
55,11,2.0,8.4,0.0
55,12,10.7,13.8,0.0
55,13,12.9,16.5,0.0
55,14,15.0,19.8,0.0
55,15,5.6,15.8,0.0
55,16,9.0,18.2,0.0
55,17,5.8,2.6,0.0
55,18,13.6,4.3,0.0
55,19,9.8,1.1,0.0
55,20,3.0,11.8,0.0
56,1,8.3,14.4,0.0
56,2,6.0,2.9,0.0
56,3,3.7,6.9,0.0
56,4,7.3,9.0,0.0
56,5,4.1,17.6,0.0
56,6,10.9,9.3,0.0
56,7,2.8,4.0,0.0
56,8,19.8,9.2,0.0
56,9,19.3,16.3,0.0
56,10,0.8,3.4,0.0
56,11,2.0,8.4,0.0
56,12,10.7,13.8,0.0
56,13,12.9,16.5,0.0
56,14,16.3,18.1,0.0
56,15,5.6,15.8,0.0
56,16,9.0,18.2,0.0
56,17,5.8,2.6,0.0
56,18,13.6,4.3,0.0
56,19,9.8,1.1,0.0
56,20,3.0,11.8,0.0
57,1,8.3,14.4,0.0
57,2,6.0,2.9,0.0
57,3,3.7,6.9,0.0
57,4,7.3,9.0,0.0
57,5,4.1,17.6,0.0
57,6,10.9,9.3,0.0
57,7,2.8,4.0,0.0
57,8,19.8,9.2,0.0
57,9,19.3,16.3,0.0
57,10,0.8,3.4,0.0
57,11,2.0,8.4,0.0
57,12,10.7,13.8,0.0
57,13,12.9,16.5,0.0
57,14,16.3,18.1,0.0
57,15,5.6,15.8,0.0
57,16,9.0,18.2,0.0
57,17,5.8,2.6,0.0
57,18,15.3,6.4,0.0
57,19,9.8,1.1,0.0
57,20,3.0,11.8,0.0
58,1,8.3,14.4,0.0
58,2,6.0,2.9,0.0
58,3,3.7,6.9,0.0
58,4,7.3,9.0,0.0
58,5,4.1,17.6,0.0
58,6,10.9,9.3,0.0
58,7,2.8,4.0,0.0
58,8,19.8,8.9,0.0
58,9,19.3,16.3,0.0
58,10,0.8,3.4,0.0
58,11,2.0,8.4,0.0
58,12,10.7,13.8,0.0
58,13,12.9,16.5,0.0
58,14,16.4,17.4,0.0
58,15,5.6,15.8,0.0
58,16,9.0,18.2,0.0
58,17,5.8,2.6,0.0
58,18,15.3,6.4,0.0
58,19,9.8,1.1,0.0
58,20,3.0,11.8,0.0
59,1,8.3,14.4,0.0
59,2,6.0,2.9,0.0
59,3,3.7,6.9,0.0
59,4,7.3,9.0,0.0
59,5,4.1,17.6,0.0
59,6,10.9,9.3,0.0
59,7,2.8,4.0,0.0
59,8,19.8,8.9,0.0
59,9,19.3,16.3,0.0
59,10,0.8,3.4,0.0
59,11,2.0,8.4,0.0
59,12,10.7,13.8,0.0
59,13,12.9,16.5,0.0
59,14,16.4,17.4,0.0
59,15,5.6,15.8,0.0
59,16,9.0,18.2,0.0
59,17,5.8,2.6,0.0
59,18,15.3,6.4,0.0
59,19,9.8,1.1,0.0
59,20,3.0,11.8,0.0
60,1,8.3,14.4,0.0
60,2,6.0,2.9,0.0
60,3,3.7,6.9,0.0
60,4,7.3,9.0,0.0
60,5,4.1,17.6,0.0
60,6,10.9,9.3,0.0
60,7,2.8,4.0,0.0
60,8,19.8,8.9,0.0
60,9,19.3,16.3,0.0
60,10,0.8,3.4,0.0
60,11,2.0,8.4,0.0
60,12,10.7,13.8,0.0
60,13,12.9,16.5,0.0
60,14,16.4,17.4,0.0
60,15,5.6,15.8,0.0
60,16,9.0,18.2,0.0
60,17,5.8,2.6,0.0
60,18,15.3,6.4,0.0
60,19,9.8,1.1,0.0
60,20,3.0,11.8,0.0
61,1,8.3,14.4,0.0
61,2,6.0,2.9,0.0
61,3,3.7,6.9,0.0
61,4,7.3,9.0,0.0
61,5,4.1,17.6,0.0
61,6,10.9,9.3,0.0
61,7,2.8,4.0,0.0
61,8,19.8,8.9,0.0
61,9,19.3,16.3,0.0
61,10,0.8,3.4,0.0
61,11,2.0,8.4,0.0
61,12,10.7,13.8,0.0
61,13,12.9,16.5,0.0
61,14,16.4,17.4,0.0
61,15,5.6,15.8,0.0
61,16,9.0,18.2,0.0
61,17,5.8,2.6,0.0
61,18,15.3,6.4,0.0
61,19,9.8,1.1,0.0
61,20,3.0,11.8,0.0
62,1,8.3,14.4,0.0
62,2,6.0,2.9,0.0
62,3,3.7,6.9,0.0
62,4,7.3,9.0,0.0
62,5,4.1,17.6,0.0
62,6,10.9,9.3,0.0
62,7,2.8,4.0,0.0
62,8,19.8,8.9,0.0
62,9,19.3,16.3,0.0
62,10,0.8,3.4,0.0
62,11,2.0,8.4,0.0
62,12,10.7,13.8,0.0
62,13,12.9,16.5,0.0
62,14,16.4,17.4,0.0
62,15,5.6,15.8,0.0
62,16,9.0,18.2,0.0
62,17,5.8,2.6,0.0
62,18,15.3,6.4,0.0
62,19,9.8,1.1,0.0
62,20,3.0,11.8,0.0
63,1,8.3,14.4,0.0
63,2,6.0,2.9,0.0
63,3,3.7,6.9,0.0
63,4,7.3,9.0,0.0
63,5,4.1,17.6,0.0
63,6,10.9,9.3,0.0
63,7,2.8,4.0,0.0
63,8,19.8,8.9,0.0
63,9,19.3,16.3,0.0
63,10,0.8,3.4,0.0
63,11,2.0,8.4,0.0
63,12,10.7,13.8,0.0
63,13,12.9,16.5,0.0
63,14,16.4,17.4,0.0
63,15,5.6,15.8,0.0
63,16,9.0,18.2,0.0
63,17,5.8,2.6,0.0
63,18,15.3,6.4,0.0
63,19,9.8,1.1,0.0
63,20,3.0,11.8,0.0
64,1,8.3,14.4,0.0
64,2,6.0,2.9,0.0
64,3,3.7,6.9,0.0
64,4,7.3,9.0,0.0
64,5,4.1,17.6,0.0
64,6,10.9,9.3,0.0
64,7,2.8,4.0,0.0
64,8,19.8,8.9,0.0
64,9,19.3,16.3,0.0
64,10,0.8,3.4,0.0
64,11,2.0,8.4,0.0
64,12,10.7,13.8,0.0
64,13,12.9,16.5,0.0
64,14,16.4,17.4,0.0
64,15,5.6,15.8,0.0
64,16,9.0,18.2,0.0
64,17,5.8,2.6,0.0
64,18,15.9,9.2,0.0
64,19,9.8,1.1,0.0
64,20,3.0,11.8,0.0
65,1,8.3,14.4,0.0
65,2,6.0,2.9,0.0
65,3,3.7,6.9,0.0
65,4,7.3,9.0,0.0
65,5,4.1,17.6,0.0
65,6,10.9,9.3,0.0
65,7,2.8,4.0,0.0
65,8,19.8,8.9,0.0
65,9,19.3,16.3,0.0
65,10,0.8,3.4,0.0
65,11,2.0,8.4,0.0
65,12,10.7,13.8,0.0
65,13,12.9,16.5,0.0
65,14,16.4,17.4,0.0
65,15,5.6,15.8,0.0
65,16,9.0,18.2,0.0
65,17,5.8,2.6,0.0
65,18,14.6,8.8,0.0
65,19,9.8,1.1,0.0
65,20,3.0,11.8,0.0
66,1,8.3,14.4,0.0
66,2,6.0,2.9,0.0
66,3,3.7,6.9,0.0
66,4,7.3,9.0,0.0
66,5,4.1,17.6,0.0
66,6,10.9,9.3,0.0
66,7,2.8,4.0,0.0
66,8,19.8,8.9,0.0
66,9,19.3,16.3,0.0
66,10,0.8,3.4,0.0
66,11,2.0,8.4,0.0
66,12,10.7,13.8,0.0
66,13,12.9,16.5,0.0
66,14,16.4,17.4,0.0
66,15,5.6,15.8,0.0
66,16,9.0,18.2,0.0
66,17,5.8,2.6,0.0
66,18,14.6,8.8,0.0
66,19,9.8,1.1,0.0
66,20,3.0,11.8,0.0
67,1,8.3,14.4,0.0
67,2,6.0,2.9,0.0
67,3,3.7,6.9,0.0
67,4,7.3,9.0,0.0
67,5,4.1,17.6,0.0
67,6,10.9,9.3,0.0
67,7,2.8,4.0,0.0
67,8,19.8,8.9,0.0
67,9,19.3,16.3,0.0
67,10,0.8,3.4,0.0
67,11,2.0,8.4,0.0
67,12,10.7,13.8,0.0
67,13,12.9,16.5,0.0
67,14,16.4,17.4,0.0
67,15,5.6,15.8,0.0
67,16,9.0,18.2,0.0
67,17,5.8,2.6,0.0
67,18,14.6,8.8,0.0
67,19,9.8,1.1,0.0
67,20,3.0,11.8,0.0
68,1,8.3,14.4,0.0
68,2,6.0,2.9,0.0
68,3,3.7,6.9,0.0
68,4,7.3,9.0,0.0
68,5,4.1,17.6,0.0
68,6,10.9,9.3,0.0
68,7,2.8,4.0,0.0
68,8,19.8,8.9,0.0
68,9,19.3,16.3,0.0
68,10,0.8,3.4,0.0
68,11,2.0,8.4,0.0
68,12,10.7,13.8,0.0
68,13,12.9,16.5,0.0
68,14,16.4,17.4,0.0
68,15,5.6,15.8,0.0
68,16,9.0,18.2,0.0
68,17,5.8,2.6,0.0
68,18,14.6,8.8,0.0
68,19,9.8,1.1,0.0
68,20,3.0,11.8,0.0
69,1,8.3,14.4,0.0
69,2,6.0,2.9,0.0
69,3,3.7,6.9,0.0
69,4,7.3,9.0,0.0
69,5,4.1,17.6,0.0
69,6,10.9,9.3,0.0
69,7,2.8,4.0,0.0
69,8,19.8,8.9,0.0
69,9,19.3,16.3,0.0
69,10,0.8,3.4,0.0
69,11,2.0,8.4,0.0
69,12,10.7,13.8,0.0
69,13,12.9,16.5,0.0
69,14,16.4,17.4,0.0
69,15,5.6,15.8,0.0
69,16,9.0,18.2,0.0
69,17,5.8,2.6,0.0
69,18,14.6,8.8,0.0
69,19,9.8,1.1,0.0
69,20,3.0,11.8,0.0
70,1,8.3,14.4,0.0
70,2,6.0,2.9,0.0
70,3,3.7,6.9,0.0
70,4,7.3,9.0,0.0
70,5,4.1,17.6,0.0
70,6,10.9,9.3,0.0
70,7,2.8,4.0,0.0
70,8,19.8,8.9,0.0
70,9,19.3,16.3,0.0
70,10,0.8,3.4,0.0
70,11,2.0,8.4,0.0
70,12,10.7,13.8,0.0
70,13,12.9,16.5,0.0
70,14,16.4,17.4,0.0
70,15,5.6,15.8,0.0
70,16,9.0,18.2,0.0
70,17,5.8,2.6,0.0
70,18,14.6,8.8,0.0
70,19,9.8,1.1,0.0
70,20,3.0,11.8,0.0
71,1,8.3,14.4,0.0
71,2,6.0,2.9,0.0
71,3,3.7,6.9,0.0
71,4,7.3,9.0,0.0
71,5,4.1,17.6,0.0
71,6,10.9,9.3,0.0
71,7,2.8,4.0,0.0
71,8,19.8,8.9,0.0
71,9,19.3,16.3,0.0
71,10,0.8,3.4,0.0
71,11,2.0,8.4,0.0
71,12,10.7,13.8,0.0
71,13,12.9,16.5,0.0
71,14,16.4,17.4,0.0
71,15,5.6,15.8,0.0
71,16,9.0,18.2,0.0
71,17,5.8,2.6,0.0
71,18,14.6,8.8,0.0
71,19,9.8,1.1,0.0
71,20,3.0,11.8,0.0
72,1,8.3,14.4,0.0
72,2,6.0,2.9,0.0
72,3,3.7,6.9,0.0
72,4,7.3,9.0,0.0
72,5,4.1,17.6,0.0
72,6,10.9,9.3,0.0
72,7,2.8,4.0,0.0
72,8,19.8,8.9,0.0
72,9,19.3,16.3,0.0
72,10,0.8,3.4,0.0
72,11,2.0,8.4,0.0
72,12,10.7,13.8,0.0
72,13,12.9,16.5,0.0
72,14,16.4,17.4,0.0
72,15,5.6,15.8,0.0
72,16,9.0,18.2,0.0
72,17,5.8,2.6,0.0
72,18,14.6,8.8,0.0
72,19,9.8,1.1,0.0
72,20,3.0,11.8,0.0
73,1,8.3,14.4,0.0
73,2,6.0,2.9,0.0
73,3,3.7,6.9,0.0
73,4,7.3,9.0,0.0
73,5,4.1,17.6,0.0
73,6,10.9,9.3,0.0
73,7,2.8,4.0,0.0
73,8,19.8,8.9,0.0
73,9,19.3,16.3,0.0
73,10,0.8,3.4,0.0
73,11,2.0,8.4,0.0
73,12,10.7,13.8,0.0
73,13,12.9,16.5,0.0
73,14,16.4,17.4,0.0
73,15,5.6,15.8,0.0
73,16,9.0,18.2,0.0
73,17,5.8,2.6,0.0
73,18,14.6,8.8,0.0
73,19,9.8,1.1,0.0
73,20,3.0,11.8,0.0
74,1,8.3,14.4,0.0
74,2,6.0,2.9,0.0
74,3,3.7,6.9,0.0
74,4,7.3,9.0,0.0
74,5,4.1,17.6,0.0
74,6,10.9,9.3,0.0
74,7,2.8,4.0,0.0
74,8,19.8,8.9,0.0
74,9,19.3,16.3,0.0
74,10,0.8,3.4,0.0
74,11,2.0,8.4,0.0
74,12,10.7,13.8,0.0
74,13,12.9,16.5,0.0
74,14,16.4,17.4,0.0
74,15,5.6,15.8,0.0
74,16,9.0,18.2,0.0
74,17,5.8,2.6,0.0
74,18,14.6,8.8,0.0
74,19,9.8,1.1,0.0
74,20,3.0,11.8,0.0
75,1,8.3,14.4,0.0
75,2,6.0,2.9,0.0
75,3,3.7,6.9,0.0
75,4,7.3,9.0,0.0
75,5,4.1,17.6,0.0
75,6,10.9,9.3,0.0
75,7,2.8,4.0,0.0
75,8,19.8,8.9,0.0
75,9,19.3,16.3,0.0
75,10,0.8,3.4,0.0
75,11,2.0,8.4,0.0
75,12,10.7,13.8,0.0
75,13,12.9,16.5,0.0
75,14,15.4,16.1,0.0
75,15,5.6,15.8,0.0
75,16,9.0,18.2,0.0
75,17,5.8,2.6,0.0
75,18,14.6,8.8,0.0
75,19,9.8,1.1,0.0
75,20,3.0,11.8,0.0
76,1,8.3,14.4,0.0
76,2,6.0,2.9,0.0
76,3,3.7,6.9,0.0
76,4,7.3,9.0,0.0
76,5,4.1,17.6,0.0
76,6,10.9,9.3,0.0
76,7,2.8,4.0,0.0
76,8,19.8,8.9,0.0
76,9,19.3,16.3,0.0
76,10,0.8,3.4,0.0
76,11,2.0,8.4,0.0
76,12,10.7,13.8,0.0
76,13,12.9,16.5,0.0
76,14,15.4,16.1,0.0
76,15,5.6,15.8,0.0
76,16,9.0,18.2,0.0
76,17,5.8,2.6,0.0
76,18,14.6,8.8,0.0
76,19,9.8,1.1,0.0
76,20,3.0,11.8,0.0
77,1,8.3,14.4,0.0
77,2,6.0,2.9,0.0
77,3,3.7,6.9,0.0
77,4,7.3,9.0,0.0
77,5,4.1,17.6,0.0
77,6,10.9,9.3,0.0
77,7,2.8,4.0,0.0
77,8,19.8,8.9,0.0
77,9,19.3,16.3,0.0
77,10,0.8,3.4,0.0
77,11,2.0,8.4,0.0
77,12,10.7,13.8,0.0
77,13,12.9,16.5,0.0
77,14,15.4,16.1,0.0
77,15,5.6,15.8,0.0
77,16,9.0,18.2,0.0
77,17,5.8,2.6,0.0
77,18,14.6,8.8,0.0
77,19,9.8,1.1,0.0
77,20,3.0,11.8,0.0
78,1,8.3,14.4,0.0
78,2,6.0,2.9,0.0
78,3,3.7,6.9,0.0
78,4,7.3,9.0,0.0
78,5,4.1,17.6,0.0
78,6,10.9,9.3,0.0
78,7,2.8,4.0,0.0
78,8,19.8,8.9,0.0
78,9,19.3,16.3,0.0
78,10,0.8,3.4,0.0
78,11,2.0,8.4,0.0
78,12,10.7,13.8,0.0
78,13,12.9,16.5,0.0
78,14,15.4,16.1,0.0
78,15,5.6,15.8,0.0
78,16,9.0,18.2,0.0
78,17,5.8,2.6,0.0
78,18,14.6,8.8,0.0
78,19,9.8,1.1,0.0
78,20,3.0,11.8,0.0
79,1,8.3,14.4,0.0
79,2,6.0,2.9,0.0
79,3,3.7,6.9,0.0
79,4,7.3,9.0,0.0
79,5,4.1,17.6,0.0
79,6,10.9,9.3,0.0
79,7,2.8,4.0,0.0
79,8,19.8,8.9,0.0
79,9,17.5,16.7,0.0
79,10,0.8,3.4,0.0
79,11,2.0,8.4,0.0
79,12,10.7,13.8,0.0
79,13,12.9,16.5,0.0
79,14,15.4,16.1,0.0
79,15,5.6,15.8,0.0
79,16,9.0,18.2,0.0
79,17,5.8,2.6,0.0
79,18,14.6,8.8,0.0
79,19,9.8,1.1,0.0
79,20,3.0,11.8,0.0
80,1,8.3,14.4,0.0
80,2,6.0,2.9,0.0
80,3,3.7,6.9,0.0
80,4,7.3,9.0,0.0
80,5,4.1,17.6,0.0
80,6,10.9,9.3,0.0
80,7,2.8,4.0,0.0
80,8,19.8,8.9,0.0
80,9,17.5,16.7,0.0
80,10,0.8,3.4,0.0
80,11,2.0,8.4,0.0
80,12,10.7,13.8,0.0
80,13,12.9,16.5,0.0
80,14,15.4,16.1,0.0
80,15,5.6,15.8,0.0
80,16,9.0,18.2,0.0
80,17,5.8,2.6,0.0
80,18,14.6,8.8,0.0
80,19,9.8,1.1,0.0
80,20,3.0,11.8,0.0
81,1,8.3,14.4,0.0
81,2,6.0,2.9,0.0
81,3,3.7,6.9,0.0
81,4,7.3,9.0,0.0
81,5,4.1,17.6,0.0
81,6,10.9,9.3,0.0
81,7,2.8,4.0,0.0
81,8,18.1,8.8,0.0
81,9,17.5,16.7,0.0
81,10,0.8,3.4,0.0
81,11,2.0,8.4,0.0
81,12,10.7,13.8,0.0
81,13,12.9,16.5,0.0
81,14,15.4,16.1,0.0
81,15,5.6,15.8,0.0
81,16,9.0,18.2,0.0
81,17,5.8,2.6,0.0
81,18,14.6,8.8,0.0
81,19,9.8,1.1,0.0
81,20,3.0,11.8,0.0
82,1,8.3,14.4,0.0
82,2,6.0,2.9,0.0
82,3,3.7,6.9,0.0
82,4,7.3,9.0,0.0
82,5,4.1,17.6,0.0
82,6,10.9,9.3,0.0
82,7,2.8,4.0,0.0
82,8,18.1,8.8,0.0
82,9,17.5,16.7,0.0
82,10,0.8,3.4,0.0
82,11,2.0,8.4,0.0
82,12,10.7,13.8,0.0
82,13,12.9,16.5,0.0
82,14,15.4,16.1,0.0
82,15,5.6,15.8,0.0
82,16,9.0,18.2,0.0
82,17,5.8,2.6,0.0
82,18,14.6,8.8,0.0
82,19,9.8,1.1,0.0
82,20,3.0,11.8,0.0
83,1,8.3,14.4,0.0
83,2,6.0,2.9,0.0
83,3,3.7,6.9,0.0
83,4,7.3,9.0,0.0
83,5,4.1,17.6,0.0
83,6,10.9,9.3,0.0
83,7,2.8,4.0,0.0
83,8,18.1,8.8,0.0
83,9,17.5,16.7,0.0
83,10,0.8,3.4,0.0
83,11,2.0,8.4,0.0
83,12,10.7,13.8,0.0
83,13,12.9,16.5,0.0
83,14,15.4,16.1,0.0
83,15,5.6,15.8,0.0
83,16,9.0,18.2,0.0
83,17,5.8,2.6,0.0
83,18,14.6,8.8,0.0
83,19,9.8,1.1,0.0
83,20,3.0,11.8,0.0
84,1,8.3,14.4,0.0
84,2,6.0,2.9,0.0
84,3,3.7,6.9,0.0
84,4,7.3,9.0,0.0
84,5,4.1,17.6,0.0
84,6,9.1,9.1,0.0
84,7,2.8,4.0,0.0
84,8,18.1,8.8,0.0
84,9,17.5,16.7,0.0
84,10,0.8,3.4,0.0
84,11,2.0,8.4,0.0
84,12,10.7,13.8,0.0
84,13,12.9,16.5,0.0
84,14,15.4,16.1,0.0
84,15,5.6,15.8,0.0
84,16,9.0,18.2,0.0
84,17,5.8,2.6,0.0
84,18,14.6,8.8,0.0
84,19,9.8,1.1,0.0
84,20,3.0,11.8,0.0
85,1,8.3,14.4,0.0
85,2,6.0,2.9,0.0
85,3,3.7,6.9,0.0
85,4,7.3,9.0,0.0
85,5,4.1,17.6,0.0
85,6,9.1,9.1,0.0
85,7,2.8,4.0,0.0
85,8,18.1,8.8,0.0
85,9,16.8,16.6,0.0
85,10,0.8,3.4,0.0
85,11,2.0,8.4,0.0
85,12,10.7,13.8,0.0
85,13,12.9,16.5,0.0
85,14,15.4,16.1,0.0
85,15,5.6,15.8,0.0
85,16,9.0,18.2,0.0
85,17,5.8,2.6,0.0
85,18,14.1,9.2,0.0
85,19,9.8,1.1,0.0
85,20,3.0,11.8,0.0
86,1,8.3,14.4,0.0
86,2,6.0,2.9,0.0
86,3,3.7,6.9,0.0
86,4,7.3,9.0,0.0
86,5,4.1,17.6,0.0
86,6,9.1,9.1,0.0
86,7,2.8,4.0,0.0
86,8,18.1,8.8,0.0
86,9,16.8,16.6,0.0
86,10,0.8,3.4,0.0
86,11,2.0,8.4,0.0
86,12,10.7,13.8,0.0
86,13,12.9,16.5,0.0
86,14,15.4,16.1,0.0
86,15,5.6,15.8,0.0
86,16,9.0,18.2,0.0
86,17,5.8,2.6,0.0
86,18,14.1,9.2,0.0
86,19,9.8,1.1,0.0
86,20,3.0,11.8,0.0
87,1,8.3,14.4,0.0
87,2,6.0,2.9,0.0
87,3,3.7,6.9,0.0
87,4,7.3,9.0,0.0
87,5,4.1,17.6,0.0
87,6,9.1,9.1,0.0
87,7,2.8,4.0,0.0
87,8,18.1,8.8,0.0
87,9,16.8,16.6,0.0
87,10,0.8,3.4,0.0
87,11,2.0,8.4,0.0
87,12,10.7,13.8,0.0
87,13,12.9,16.5,0.0
87,14,15.4,16.1,0.0
87,15,5.6,15.8,0.0
87,16,9.0,18.2,0.0
87,17,5.8,2.6,0.0
87,18,13.9,9.1,0.0
87,19,9.8,1.1,0.0
87,20,3.0,11.8,0.0
88,1,8.3,14.4,0.0
88,2,6.0,2.9,0.0
88,3,3.7,6.9,0.0
88,4,7.3,9.0,0.0
88,5,4.1,17.6,0.0
88,6,9.1,9.1,0.0
88,7,2.8,4.0,0.0
